share_price,shares_offered,dollar_value_of_shares,date_of_priced,employees,shares_outstanding,stock_valuation,sicdescription,ebit,grossprofit,netincome,totalrevenue,costofrevenue,totalassets,revenue_growth,1,2,3,4,5
24.0,7500000.0,180000000.0,2018-06-15,1495,64981383.0,1559553192.0,18,-63332000.0,155182000.0,-64126000.0,213159000.0,57977000.0,178812000.0,0.27315351259660986,44.94,44.11,45.99,45.01,51.04
13.0,6650000.0,86450000.0,2018-06-21,326,8094403.0,105227239.0,27,7600000.0,233773000.0,902000.0,262571000.0,28798000.0,139991000.0,0.3151960489671615,18.35,17.25,15.82,15.51,14.52
15.0,5700000.0,85500000.0,2018-06-21,55,19735651.0,296034765.0,3,-26629000.0,1552000.0,-26554000.0,1556000.0,4000.0,44998000.0,0.4474418604651163,20.22,18.8,19.1,19.79,19.94
15.0,5200000.0,78000000.0,2018-06-22,64,28428095.0,426421425.0,29,-25644590.0,292925.0,-35792422.0,811457.0,518532.0,39232656.0,2.1929778309422443,2.02,1.97,2.12,2.13,2.14
5.0,2520000.0,12600000.0,2018-06-27,26,10466876.0,52334380.0,113,-4066950.0,311326.0,-4271732.0,3223874.0,2912548.0,633725.0,5.254642177414505,5.1,4.91,5.05,4.97,4.99
9.0,25000000.0,225000000.0,2018-06-27,12461,25000000.0,225000000.0,27,-59619000.0,33231000.0,-418089000.0,47471000.0,14241000.0,813715000.0,-0.5998803121997269,1.07,1.14,1.12,1.14,1.2
16.0,3500000.0,56000000.0,2018-06-27,441,12926921.0,206830736.0,114,-6170891.0,41697229.0,-6874448.0,76343441.0,34646212.0,20720020.0,0.029645424926735144,23.99,21.33,20.75,20.44,20.59
17.0,37500000.0,637500000.0,2018-06-28,26520,126307859.0,2147233603.0,12,216019000.0,2127520000.0,44224000.0,12350537000.0,10223017000.0,3232219000.0,-0.009385642876352721,22.0,23.65,23.53,24.91,23.75
17.0,5500000.0,93500000.0,2018-06-28,167,16745558.0,284674486.0,22,-13608000.0,30801000.0,-16059000.0,40433000.0,9632000.0,38938000.0,0.1812843286198434,27.78,26.61,26.41,26.96,25.88
22.0,21300000.0,468600000.0,2018-06-28,19000,99180817.0,2181977974.0,115,34900000.0,596200000.0,-37500000.0,2225900000.0,1629700000.0,2858620000.0,0.018577752640138525,21.4,21.95,22.2,22.65,22.25
17.0,9000000.0,153000000.0,2018-07-19,330,75127375.0,1277165375.0,116,-7498000.0,11377000.0,-7809000.0,20538000.0,9161000.0,53948000.0,0.6243277443846884,22.39,29.77,29.45,25.36,26.49
15.0,18000000.0,270000000.0,2018-07-25,1409,18000000.0,270000000.0,64,-155072000.0,-16311000.0,-276362000.0,365623000.0,381934000.0,1220987000.0,0.7532511748345642,25.0,21.01,22.6,23.85,23.05
15.0,4500000.0,67500000.0,2018-07-25,195,24500000.0,367500000.0,3,-113000.0,47098000.0,-8943000.0,66918000.0,19820000.0,43116000.0,0.2922274789997104,16.05,15.85,15.18,15.06,15.04
8.5,9060000.0,77010000.0,2018-07-26,554,9060000.0,77010000.0,44,-14192000.0,10955000.0,-13865000.0,43721000.0,32766000.0,55198000.0,3.320683862041704,8.8,8.5,8.0,7.65,7.18
11.0,4545455.0,50000005.0,2018-07-26,60,15114802.0,166262822.0,117,-28028286.0,6938364.0,-29154240.0,7258123.0,319759.0,14843602.0,-0.4508489792947546,11.1,10.99,11.0,10.96,11.0
23.0,10900000.0,250700000.0,2018-07-26,1054,91079454.0,2094827442.0,18,-40760000.0,162139000.0,-41022000.0,187727000.0,25588000.0,164337000.0,0.5094113579532206,30.25,30.5,29.72,29.9,29.85
14.0,13043479.0,182608706.0,2018-07-26,278,81336762.0,1138714668.0,35,65158000.0,245041000.0,-524032000.0,466401000.0,221360000.0,1546402000.0,0.09285754454369076,13.25,13.29,13.8,13.75,13.61
11.0,4000000.0,44000000.0,2018-07-26,2940,4000000.0,44000000.0,18,72177515.0,102295730.0,52366371.0,161579195.0,59283465.0,306644284.0,1.5856466515581022,12.52,12.08,10.79,10.75,11.0
5.0,2400000.0,12000000.0,2018-07-27,49,14764450.0,73822250.0,17,-6841521.0,-158808.0,-25652213.0,1112726.0,1271534.0,1456913.0,-0.1259801761508994,93.994,88.25200000000001,95.0,90.0,94.2
20.0,6340000.0,126800000.0,2018-07-27,4700,11043980.0,220879600.0,109,29950000.0,65737000.0,21864000.0,207012000.0,141274000.0,138185000.0,0.34152458347104225,86.74,80.65,88.05,86.91,89.75
15.0,13888888.0,208333320.0,2018-08-02,1478,98384619.0,1475769285.0,118,-15609000.0,456065000.0,-14217000.0,992526000.0,536461000.0,400020000.0,0.10123557058596402,19.91,20.95,19.35,19.15,18.14
17.0,45000000.0,765000000.0,2018-08-02,48000,208421971.0,3543173507.0,56,-171100000.0,1284100000.0,-221300000.0,6923900000.0,5639800000.0,5793400000.0,0.11393728783564201,15.72,16.53,16.42,16.77,17.19
16.0,10215000.0,163440000.0,2018-08-03,319,72715000.0,1163440000.0,118,5731000.0,91234000.0,6549000.0,370658000.0,279424000.0,269820000.0,1.0078546510368145,22.1,20.9,19.95,20.83,19.15
12.0,3333334.0,40000008.0,2018-08-09,44,11475049.0,137700588.0,3,-21104000.0,-70000.0,-18722000.0,90000.0,160000.0,5575000.0,-0.7151898734177216,11.38,11.5,11.37,11.5,11.64
12.0,9630000.0,115560000.0,2018-08-10,3229,34131142.0,409573704.0,119,100294000.0,200338000.0,32828000.0,643576000.0,443238000.0,1357649000.0,0.0948223654216482,11.75,11.5,11.65,11.64,11.7
14.35,510438.0,7324785.0,2018-08-17,33,1365375.0,19593131.25,18,-7296000.0,513000.0,-5313000.0,1096000.0,583000.0,5927000.0,0.3001186239620403,220.0,239.8,255.0,251.0,233.2
15.0,12476693.0,187150395.0,2018-10-03,395,104079498.0,1561192470.0,6,-3123000.0,137109000.0,-4123000.0,202552000.0,65443000.0,275189000.0,0.231730973881845,44.25,42.17,45.64,46.08,49.18
19.0,12500000.0,237500000.0,2018-10-04,348,83557281.0,1587588339.0,61,-76612000.0,18224000.0,-83221000.0,49842000.0,31618000.0,342938000.0,0.9740187730207136,32.2,29.2,29.55,31.51,30.92
17.0,20000000.0,340000000.0,2018-10-11,750,143000000.0,2431000000.0,104,100500000.0,147800000.0,41500000.0,347400000.0,199600000.0,496200000.0,0.3154108292313518,16.97,16.25,16.0,16.05,16.4
17.0,15500000.0,263500000.0,2018-10-12,1102,121643546.0,2067940282.0,18,-38935000.0,81092000.0,-40194000.0,120499000.0,39407000.0,174941000.0,0.6847116392869625,24.3,24.3,23.02,25.43,24.5
15.0,7200000.0,108000000.0,2018-10-17,168,22995538.0,344933070.0,22,-17350000.0,42871000.0,-23039000.0,47983000.0,5112000.0,35834000.0,0.13971164580413767,20.06,21.0,20.35,20.2,19.5
12.5,28750000.0,359375000.0,2018-10-18,4400,56142004.0,701775050.0,10,80450000.0,409567000.0,-76437000.0,539814000.0,130247000.0,2927567000.0,0.2715537852359427,15.5,16.59,18.25,18.25,16.83
9.0,7000000.0,63000000.0,2018-10-19,348,7000000.0,63000000.0,25,-21779094.0,8399613.0,-28357320.0,118146192.0,109746578.0,77339001.0,1.314074695097856,8.65,8.3,7.7,7.2,6.56
15.0,25000000.0,375000000.0,2018-10-19,2540,309942149.0,4649132235.0,18,69654000.0,496286000.0,-83866000.0,728017000.0,231731000.0,5327064000.0,0.5508828961635717,16.13,16.19,16.62,16.53,16.88
24.0,50724638.0,1217391312.0,2018-10-25,3171,120047478.0,2881139472.0,6,42730000.0,163549000.0,-31645000.0,231111000.0,67562000.0,2000465000.0,0.7098435245810676,31.35,31.09,29.06,28.68,28.69
18.0,16000000.0,288000000.0,2018-10-25,565,83647425.0,1505653650.0,120,63967000.0,294601000.0,15401000.0,639239000.0,344638000.0,516427000.0,-0.21940643339837884,17.0,16.45,15.41,15.26,15.93
14.0,5000000.0,70000000.0,2018-10-31,221,26609991.0,372539874.0,117,-58482000.0,-13253000.0,-59310000.0,10767000.0,24020000.0,85657000.0,3.745262230057294,117.55,105.48,125.03,126.44,145.34
14.0,4000000.0,56000000.0,2018-11-14,298,16732925.0,234260950.0,22,-28570000.0,13240000.0,-31005000.0,35597000.0,22357000.0,60235000.0,0.1817608392537016,16.0,17.59,16.96,17.14,15.98
7.8,2600000.0,20280000.0,2018-11-20,679,2600000.0,20280000.0,27,-11017000.0,29933000.0,-13924000.0,43100000.0,13167000.0,17327000.0,1.5522591342452774,31.32,31.24,30.64,28.0,26.8
13.0,82000000.0,1066000000.0,2018-12-12,2559,84457323.0,1097945199.0,71,211000000.0,585000000.0,203000000.0,1686000000.0,1101000000.0,4607000000.0,1.6847133757961783,26.15,25.32,26.69,27.35,27.78
12.0,4000000.0,48000000.0,2018-12-14,800,24000000.0,288000000.0,121,28095000.0,46238000.0,26348000.0,128736000.0,82498000.0,208335000.0,0.16455742005518115,12.03,12.15,12.04,12.0,12.0
6.0,2000000.0,12000000.0,2018-12-27,97,12000000.0,72000000.0,34,1173131.0,6567460.0,957222.0,6649536.0,82076.0,1820193.0,-0.5403950127789471,5.95,5.8,6.0,6.0,5.99
4.0,2546275.0,10185100.0,2019-01-04,105,23750000.0,95000000.0,3,1632266.0,3401495.0,1187581.0,7019243.0,3617748.0,7657894.0,0.4379207063041596,22.96,24.44,26.04,47.8,31.0
14.0,20000000.0,280000000.0,2019-01-31,147,20000000.0,280000000.0,122,-58488000.0,6970000.0,-78076000.0,112301000.0,105331000.0,699402000.0,0.15462359400382472,13.07,13.95,13.99,13.98,14.0
17.0,5700000.0,96900000.0,2019-03-07,162,26906762.0,457414954.0,22,-41200000.0,5013000.0,-41102000.0,12263000.0,7250000.0,53421000.0,6.133798720186155,30.5,31.61,31.43,30.0,30.01
17.0,36666667.0,623333339.0,2019-03-21,14400,36666667.0,623333339.0,123,540411000.0,2997975000.0,283142000.0,5575440000.0,2577465000.0,3542660000.0,0.1369098476151247,22.41,22.12,21.77,22.08,22.3
72.0,32500000.0,2340000000.0,2019-03-29,4791,273097591.0,19663026552.0,27,-977711000.0,913216000.0,-911335000.0,2156616000.0,1243400000.0,3760043000.0,1.0347718281580671,78.29,69.01,68.97,70.0,72.0
6.0,4292276.0,25753656.0,2019-03-29,298,6666668.0,40000008.0,34,9493000.0,20676000.0,9750000.0,25027000.0,4351000.0,34091000.0,0.08978880905726105,6.8,6.5,6.45,6.62,6.49
13.8,13000000.0,179400000.0,2019-05-02,862,13000000.0,179400000.0,6,7157000.0,76564000.0,8023000.0,89900000.0,13336000.0,195251000.0,1.257659467604219,18.2,20.77,20.27,20.03,19.0
25.0,9625000.0,240625000.0,2019-05-02,383,58308044.0,1457701100.0,101,-27989000.0,17574000.0,-29886000.0,87934000.0,70360000.0,133749000.0,1.6989349620944725,65.75,66.79,74.79,79.17,72.25
11.0,11000000.0,121000000.0,2019-05-03,1013,11000000.0,121000000.0,102,-14478000.0,336255000.0,-8694000.0,1895688000.0,1559433000.0,570779000.0,0.9156703574990728,14.15,13.37,12.81,13.24,12.53
16.0,22000000.0,352000000.0,2019-05-03,390,22000000.0,352000000.0,6,46400000.0,255800000.0,39000000.0,416200000.0,160400000.0,194900000.0,0.15163254012174876,15.25,14.82,15.01,15.33,15.51
5.0,2074672.0,10373360.0,2019-05-03,25,39000000.0,195000000.0,124,2727679.0,5307891.0,1946883.0,5307891.0,0.0,3746754.0,0.4600685872225971,1.09,1.16,1.25,1.3,1.27
27.0,18518500.0,499999500.0,2019-05-08,15633,96657331.0,2609747937.0,125,168093000.0,765503000.0,222337000.0,3560508000.0,2795005000.0,2612578000.0,0.18014418906659604,30.07,30.1,31.01,31.06,31.75
13.5,16304348.0,220108698.0,2019-05-09,683,50000000.0,675000000.0,126,30254000.0,38703000.0,14888000.0,88187000.0,49484000.0,192285000.0,0.07279539676167536,15.75,16.75,15.54,16.0,15.85
17.0,6250000.0,106250000.0,2019-05-09,3100,19693484.0,334789228.0,127,22169000.0,50578000.0,17935000.0,354526000.0,303948000.0,391725000.0,0.1314743833198758,16.47,16.5,16.05,16.69,17.15
45.0,180000000.0,8100000000.0,2019-05-10,22263,1682521965.0,75713488425.0,27,-3033000000.0,4131000000.0,997000000.0,10433000000.0,6302000000.0,23988000000.0,0.31530509329299045,41.57,37.1,39.96,41.29,43.0
11.0,3571429.0,39285719.0,2019-05-10,321,19509722.0,214606942.0,24,5394000.0,48089000.0,1277000.0,135665000.0,87576000.0,67345000.0,1.2981992512408735,10.99,11.02,11.03,11.12,11.05
16.0,11250000.0,180000000.0,2019-05-17,489,11250000.0,180000000.0,18,-29138000.0,79064000.0,-30935000.0,144563000.0,65499000.0,162754000.0,0.3781029551954242,23.99,24.25,22.66,22.52,22.5
14.0,207000000.0,2898000000.0,2019-05-17,12000,534293808.0,7480113312.0,128,413500000.0,1819800000.0,-86900000.0,5864300000.0,4044500000.0,9911600000.0,3.7012185345518684,14.5,15.41,16.7,17.3,17.4
11.5,67387110.0,774951765.0,2019-07-17,2080,324623680.0,3733172320.0,44,-125132177.0,21997305.0,-127631535.0,532266648.0,510269343.0,945985365.0,0.838091508138837,11.5,11.05,10.5,10.05,10.38
19.0,13744210.0,261139990.0,2019-07-19,2705,29753059.0,565308121.0,1,24885000.0,42800000.0,24443000.0,86160000.0,43360000.0,236965000.0,0.3230958230958231,24.09,23.56,24.52,27.45,27.66
16.0,4000000.0,64000000.0,2019-07-25,96,16049008.0,256784128.0,61,-3836000.0,17489000.0,-6367000.0,22786000.0,5297000.0,22405000.0,0.656692292345625,21.4,22.99,23.99,22.81,19.65
12.0,14000000.0,168000000.0,2019-07-25,299,83115618.0,997387416.0,74,-13730000.0,53630000.0,-74246000.0,104382000.0,50752000.0,1665085000.0,0.3581503070677631,36.69,35.01,39.31,37.29,42.87
26.0,7000000.0,182000000.0,2019-07-25,728,35078173.0,912032498.0,44,-60095000.0,52722000.0,-61984000.0,112574000.0,59852000.0,110975000.0,0.5404003776631409,39.17,38.3,41.42,43.37,44.25
4.0,2000000.0,8000000.0,2019-07-26,107,35000000.0,140000000.0,106,8317465.0,12422502.0,7919408.0,18531178.0,6108676.0,35470864.0,0.3100966327495985,4.58,4.31,3.97,3.82,3.7
9.3,5000000.0,46500000.0,2019-07-31,664,110068351.0,1023635664.3,76,-188300000.0,-15200000.0,-190500000.0,164900000.0,180100000.0,2913700000.0,1648.0,9.77,9.38,8.89,8.01,7.58
16.0,35609612.0,569753792.0,2019-08-01,1981,275537939.0,4408607024.0,18,-21759000.0,301513000.0,9222000.0,398047000.0,96534000.0,1899002000.0,-0.020498207329647102,23.85,26.07,23.74,24.52,26.15
14.0,2900000.0,40600000.0,2019-08-01,1203,6900000.0,96600000.0,45,1863000.0,8115000.0,1742000.0,51744000.0,43629000.0,32069000.0,0.3890633808488363,19.61,24.4,23.0,21.96,21.33
14.0,5000000.0,70000000.0,2019-08-08,209,31973572.0,447630008.0,29,23489000.0,85105000.0,22371000.0,100162000.0,15057000.0,81056000.0,0.8737279257707273,13.57,14.02,13.75,14.0,16.25
13.0,6000000.0,78000000.0,2019-11-01,1655,6000000.0,78000000.0,56,10105000.0,69422000.0,15152000.0,332408000.0,262987000.0,419372000.0,0.2035657129615549,13.0,13.01,13.0,13.0,13.0
17.0,2700000.0,45900000.0,2019-11-05,1222,2700000.0,45900000.0,90,-61976000.0,-1166000.0,-72648000.0,129340000.0,130506000.0,258902000.0,0.6436232399735679,17.64,18.075,19.0,19.05,18.38
14.0,4000000.0,56000000.0,2019-11-07,400,19861340.0,278058760.0,61,-12124000.0,23477000.0,-12961000.0,46273000.0,22796000.0,87650000.0,0.21601450608362024,12.49,12.99,13.92,13.76,14.6
14.5,1380000.0,20010000.0,2019-11-08,478,33651033.0,487939978.5,27,6641000.0,23126000.0,5902000.0,43563000.0,20437000.0,60507000.0,1.3541205079708187,13.06,10.74,8.92,9.21,9.2
13.0,4000000.0,52000000.0,2019-11-08,86,11006756.0,143087828.0,22,-17782000.0,2942000.0,-21092000.0,8274000.0,5332000.0,27227000.0,0.9491166077738517,13.35,12.85,12.85,12.5,12.68
10.0,4375000.0,43750000.0,2019-11-08,639,15591775.0,155917750.0,40,7564843.0,58861574.0,6123990.0,199015036.0,140153462.0,117772408.0,1.0258546503731174,10.1,10.0,9.98,9.95,9.85
4.0,2625000.0,10500000.0,2019-11-13,21,29427976.0,117711904.0,6,-8549680.0,915081.0,-13189122.0,3289478.0,2374397.0,5573053.0,12.956799185370611,3.55,3.95,3.6,3.34,2.89
13.0,4300000.0,55900000.0,2019-11-21,135,14300000.0,185900000.0,17,-7790000.0,36205000.0,-9342000.0,85214000.0,49009000.0,72689000.0,-0.15683965764606936,96.42,93.86,102.47,99.92,108.37
9.0,10000000.0,90000000.0,2019-11-21,297,10000000.0,90000000.0,17,19375000.0,74008000.0,17832000.0,394030000.0,320022000.0,204305000.0,0.9615876698212305,8.99,8.98,8.29,8.19,8.25
5.0,2300000.0,11500000.0,2019-12-05,11,8301639.0,41508195.0,97,-6458916.0,-1956989.0,-6490293.0,16610786.0,18567775.0,14216571.0,3.4189010412523864,5.36,5.75,7.93,13.92,15.38
12.5,3200000.0,40000000.0,2019-12-12,233,3200000.0,40000000.0,129,-10829000.0,4915000.0,-11523000.0,9684000.0,4769000.0,18159000.0,0.9897267310458188,34.67,35.21,46.15,44.4,51.3
10.0,31200000.0,312000000.0,2019-12-13,2695,31200000.0,312000000.0,44,-162309000.0,56604000.0,-173367000.0,205877000.0,149273000.0,1366592000.0,1.303905550581916,10.0,9.75,9.84,9.87,9.88
17.0,8823530.0,150000010.0,2019-12-13,610,38080466.0,647367922.0,18,-20772000.0,57819000.0,-20934000.0,78813000.0,20994000.0,71845000.0,0.7586299230168471,16.6,16.75,16.78,16.56,16.02
11.0,1363637.0,15000007.0,2019-12-19,31,7363637.0,81000007.0,35,143384.0,3315988.0,145723.0,5856341.0,2540353.0,9877486.0,0.5811598601014194,8.0,7.65,7.66,8.1,7.89
5.38,11500000.0,61870000.0,2019-12-30,505,11500000.0,61870000.0,27,-34343000.0,11677000.0,-37089000.0,1318622000.0,1306946000.0,54124000.0,1.0435641047894169,5.46,4.78,4.37,4.35,4.51
27.0,60000000.0,1620000000.0,2020-02-06,23000,339425107.0,9164477889.0,87,417205000.0,1622125000.0,47821000.0,4031017000.0,2408892000.0,5556246000.0,0.07523291057732909,30.0,30.92,31.89,32.87,32.25
12.0,8350000.0,100200000.0,2020-02-06,831,39672912.0,476074944.0,130,-88746000.0,215411000.0,-93040000.0,439258000.0,223847000.0,230318000.0,0.22735134440374305,13.5,11.05,9.99,9.92,10.39
17.0,11882352.0,201999984.0,2020-02-06,394,48283005.0,820811085.0,3,-38715000.0,49093000.0,-24571000.0,85543000.0,36450000.0,155270000.0,0.2836777262563964,28.64,31.92,28.94,26.79,27.13
12.0,4615385.0,55384620.0,2020-02-07,1102,5395598.0,64747176.0,131,53292000.0,172126000.0,35657000.0,767624000.0,595498000.0,504755000.0,0.2734200943920505,36.42,38.34,40.16,40.25,41.56
4.0,3000000.0,12000000.0,2020-02-24,90,19102420.0,76409680.0,1,3642144.0,10226936.0,4046670.0,14882763.0,4655827.0,17737552.0,0.15676304828200502,4.0,4.03,4.13,3.9,3.91
6.0,1333333.0,7999998.0,2020-05-08,98,6333333.0,37999998.0,1,518660.0,1895116.0,437904.0,5255810.0,3360694.0,6853140.0,0.09291279899970742,4.9,4.01,3.775,3.88,4.1101
17.0,30000000.0,510000000.0,2020-05-08,1841,205264433.0,3489495361.0,18,-164166000.0,1107000.0,-159524000.0,567976000.0,566870000.0,865932000.0,0.7580042094837192,23.84,25.97,24.36,24.04,22.49
20.0,28500000.0,570000000.0,2020-05-21,1800,161817264.0,3236345280.0,132,96288000.0,233048000.0,72579000.0,337469000.0,104421000.0,406940000.0,0.444100681250214,27.0,26.5,26.92,27.48,28.45
19.0,8202565.0,155848735.0,2020-05-22,240,46950400.0,892057600.0,22,801000.0,45218000.0,-1192000.0,51129000.0,5911000.0,44546000.0,6.487040562307805,42.51,45.1,43.0,42.75,44.0
25.0,77000000.0,1925000000.0,2020-06-03,5400,77000000.0,1925000000.0,133,356000000.0,2074000000.0,256000000.0,4475000000.0,2401000000.0,6017000000.0,0.11735330836454433,30.12,30.0,29.94,31.0,32.0
21.0,44500000.0,934500000.0,2020-06-04,1287,45378984.0,952958664.0,18,36100000.0,224700000.0,-78000000.0,293300000.0,68600000.0,1561900000.0,1.0325710325710329,34.0,38.89,44.69,50.0,50.3
23.0,15000000.0,345000000.0,2020-06-05,738,21074996.0,484724908.0,27,-4400000.0,173400000.0,-56600000.0,731400000.0,558000000.0,784000000.0,0.3046735640385301,33.54,35.15,35.51,35.45,31.75
16.0,20000000.0,320000000.0,2020-06-05,2149,20000000.0,320000000.0,44,-251191000.0,36439000.0,-239715000.0,444994000.0,408555000.0,615317000.0,0.5895765239600635,15.99,17.0,16.04,15.25,14.75
22.0,21250000.0,467500000.0,2020-06-09,800,115237090.0,2535215980.0,97,-133148000.0,57859000.0,-142978000.0,1191821000.0,1133962000.0,563387000.0,0.3932436239594401,47.9,49.99,45.6,43.03,43.0
18.0,2010000.0,36180000.0,2020-06-10,777,2010000.0,36180000.0,16,5509000.0,64918000.0,5207000.0,158381000.0,93463000.0,90097000.0,0.25302415367210185,17.24,17.17,16.53,17.14,17.99
16.5,13500000.0,222750000.0,2020-06-12,753,13500000.0,222750000.0,61,-24275000.0,39240000.0,-24284000.0,54794000.0,15554000.0,121676000.0,0.8011307606337519,24.63,23.21,24.35,24.39,26.59
23.0,33250000.0,764750000.0,2020-06-12,1540,111043031.0,2553989713.0,48,60549000.0,253197000.0,-20196000.0,794203000.0,541006000.0,1788263000.0,0.16485358716935195,27.15,29.5,29.7,29.5,30.23
15.0,6666667.0,100000005.0,2020-06-19,674,45163795.0,677456925.0,61,-140119000.0,43493000.0,-148037000.0,143985000.0,100492000.0,101727000.0,0.1251113507431197,13.12,11.97,11.3,11.52,10.5
16.0,16000000.0,256000000.0,2020-06-19,697,88362020.0,1413792320.0,61,-44054000.0,20815000.0,-97052000.0,46431000.0,25616000.0,82333000.0,0.4157087538494375,16.0,15.64,14.36,12.48,13.44
16.0,50000000.0,800000000.0,2020-06-26,270000,479026753.0,7664428048.0,46,622300000.0,16894600000.0,131100000.0,60534500000.0,43639900000.0,20776600000.0,0.010177790089545865,15.45,15.57,15.77,15.76,15.81
20.0,17500000.0,350000000.0,2020-06-26,498,17500000.0,350000000.0,18,-6088945.0,44011226.0,-6177438.0,64428690.0,20417464.0,131159121.0,0.4757944404458451,57.64,52.37,59.6,59.03,63.78
5.23,19264337.0,100752483.0,2020-06-26,240,84409554.0,441461967.42,17,-50647821.0,-30563733.0,-42403369.0,109060066.0,139623799.0,82611046.0,-0.6581637002021237,5.0,4.5,4.73,3.97,4.37
16.0,5300000.0,84800000.0,2020-07-08,488,5300000.0,84800000.0,6,-8735812.0,30531997.0,-7598591.0,108946395.0,78414398.0,67024944.0,0.4921314136433205,23.43,25.99,24.5,19.82,17.53
10.0,3300000.0,33000000.0,2020-07-10,551,3300000.0,33000000.0,27,-1788000.0,23296000.0,-1689000.0,295130000.0,271834000.0,106794000.0,0.37423170050288695,12.77,12.41,11.59,11.3,10.58
31.0,8060000.0,249860000.0,2020-07-14,934,89643127.0,2778936937.0,18,-23216000.0,45083000.0,-22306000.0,91534000.0,46451000.0,119966000.0,0.574318048914726,91.59,72.34,68.24,74.0,74.1
21.0,43500000.0,913500000.0,2020-07-15,1857,80816989.0,1697156769.0,132,-32777000.0,369948000.0,-41068000.0,539501000.0,169553000.0,1602295000.0,1.3850091730952012,19.46,19.75,21.3,20.99,20.9
19.0,8500000.0,161500000.0,2020-07-17,15,35211553.0,669019507.0,3,-19183000.0,436000.0,-19243000.0,4796000.0,4360000.0,10676000.0,1.3202709240445092,68.62,69.59,73.54,74.39,76.33
22.0,8100000.0,178200000.0,2020-07-17,210,61643919.0,1356166218.0,128,-16537000.0,43476000.0,-18302000.0,56693000.0,13217000.0,131009000.0,0.8113358254257325,65.45,62.1,58.5,56.0,58.1
15.0,10000000.0,150000000.0,2020-07-23,1730,20912422.0,313686330.0,124,-8945000.0,69871000.0,-23557000.0,233854000.0,163983000.0,331838000.0,0.2386006726516777,22.0,22.39,21.75,21.48,22.28
5.0,3000000.0,15000000.0,2020-07-23,44,12000000.0,60000000.0,1,11479165.0,15210281.0,8675058.0,24668840.0,9458559.0,43537673.0,0.6544561790942154,4.75,4.46,3.81,4.45,4.2902
19.0,21150000.0,401850000.0,2020-07-29,1100,22576819.0,428959561.0,18,31855000.0,211122000.0,31057000.0,321500000.0,110378000.0,264623000.0,0.1802366346919821,23.93,24.2,23.56,23.5,24.67
19.0,18575492.0,352934348.0,2020-07-31,1956,18575492.0,352934348.0,1,20497000.0,134893000.0,-15091000.0,246025000.0,111132000.0,1533247000.0,2.8704475733501136,18.85,19.0,18.02,17.5,17.53
22.0,9303977.0,204687494.0,2020-07-31,158,39175767.0,861866874.0,101,3350000.0,42877000.0,2385000.0,140733000.0,97856000.0,61948000.0,0.31879902167495994,35.26,37.61,38.52,40.24,41.5
9.0,1111200.0,10000800.0,2020-07-31,67,5861200.0,52750800.0,62,-5181031.0,8014042.0,-5603136.0,47615013.0,39600971.0,13906863.0,-0.15438220457640447,8.9,9.0,8.2,8.74,8.6
10.0,3430000.0,34300000.0,2020-07-31,22,13653168.0,136531680.0,49,-3990588.0,5949044.0,-4092297.0,111205854.0,105256810.0,2490033.0,0.4385233238457021,10.03,10.0,8.8,9.75,9.69
24.0,9019565.0,216469560.0,2020-08-05,690,60792991.0,1459031784.0,18,-40987000.0,85080000.0,-42590000.0,112103000.0,27023000.0,56064000.0,0.2202749627178421,72.27,93.51,79.0,76.72,72.57
21.0,33500000.0,703500000.0,2020-08-05,6800,199057382.0,4180205022.0,44,101600000.0,1011200000.0,-102300000.0,2438100000.0,1426900000.0,6272400000.0,-0.0059931506849315065,16.39,15.8,15.4,15.89,15.81
21.0,15625000.0,328125000.0,2020-08-06,2300,238535856.0,5009252976.0,134,-103876000.0,415751000.0,-107862000.0,556604000.0,140853000.0,301822000.0,0.7506683693047073,40.0,39.0,44.0,44.57,44.25
18.0,8823529.0,158823522.0,2020-08-06,224,26107305.0,469931490.0,22,-72569000.0,-6407000.0,-97039000.0,2836000.0,9243000.0,105455000.0,0.30932594644506,26.5,26.79,28.0,24.91,24.85
20.0,106000000.0,2120000000.0,2020-08-13,87706,106000000.0,2120000000.0,49,-256333000.0,1617647000.0,-313471000.0,6605927000.0,4988280000.0,8597122000.0,0.5832409006981101,37.44,33.0,38.72,40.5,42.37
18.0,12500000.0,225000000.0,2020-08-13,15,24297645.0,437357610.0,30,-2791000.0,19153000.0,-8044000.0,20318000.0,1165000.0,433922000.0,-0.14730569078395164,17.75,18.0,18.25,18.26,18.05
27.0,15000000.0,405000000.0,2020-08-14,1355,128437830.0,3467821410.0,18,-14151000.0,99095000.0,-16896000.0,171273000.0,72178000.0,467277000.0,0.07267534712436352,40.0,38.84,39.59,41.25,41.93
15.0,99733334.0,1496000010.0,2020-08-27,3676,99733334.0,1496000010.0,25,-542741000.0,-80127000.0,-530610000.0,333236000.0,413363000.0,1328131000.0,234.6690240452617,21.22,22.79,20.5,21.61,21.09
6.0,1766700.0,10600200.0,2020-08-28,40,5363043.0,32178258.0,52,-158400.0,3308400.0,235600.0,30953500.0,27645100.0,31762300.0,4.401724168019126,7.5,7.15,6.86,6.5,6.09
5.0,1000000.0,5000000.0,2020-08-31,26,6393129.0,31965645.0,135,3319990.0,3319990.0,4717792.0,9329720.0,6009730.0,4769387.0,0.23467069960420536,11.6,8.6,7.25,6.35,5.7
